hrm_mean,hrm_min,hrm_max,hrm_med,hrm_var,hrm_kurtosis,hrm_skew,hrm_p10,hrm_p90,accel_mean,accel_min,accel_max,accel_med,accel_var,accel_kurtosis,accel_skew,accel_p10,accel_p90,label
63.867,59.0,72.0,62.5,13.516,0.146,1.141,60.9,71.0,9.852,7.921,11.328,9.885,0.235,8.477,-1.078,9.633,10.019,light
63.867,60.0,71.0,63.0,9.249,-0.412,0.845,61.0,69.0,9.893,9.867,9.93,9.889,0.0,-0.459,0.509,9.872,9.916,wake
62.133,61.0,63.0,62.0,0.782,-1.671,-0.263,61.0,63.0,9.89,9.857,9.928,9.893,0.0,-0.914,-0.137,9.864,9.912,wake
63.8,63.0,64.0,64.0,0.16,0.25,-1.5,63.0,64.0,9.887,9.848,9.932,9.885,0.0,1.199,0.553,9.872,9.908,wake
63.733,62.0,64.0,64.0,0.329,2.957,-2.039,63.0,64.0,9.89,9.868,9.921,9.888,0.0,0.088,0.654,9.877,9.906,wake
62.567,61.0,65.0,62.5,1.046,0.177,0.568,61.0,64.0,9.891,9.858,9.923,9.891,0.0,-0.256,0.026,9.871,9.915,wake
62.967,61.0,66.0,63.0,1.232,0.238,0.504,62.0,64.0,9.891,9.856,9.926,9.894,0.0,-0.374,-0.41,9.861,9.908,wake
62.033,60.0,64.0,62.0,1.166,-0.686,0.093,61.0,63.1,9.897,9.865,9.917,9.899,0.0,-0.178,-0.449,9.879,9.914,wake
60.5,59.0,62.0,60.0,0.517,-0.268,0.539,60.0,61.1,9.894,9.866,9.932,9.891,0.0,0.014,0.465,9.877,9.909,wake
59.6,58.0,62.0,59.0,1.973,-0.837,0.589,58.0,62.0,9.895,9.87,9.921,9.897,0.0,-0.348,0.158,9.882,9.909,wake
62.333,61.0,63.0,63.0,0.622,-1.087,-0.664,61.0,63.0,9.897,9.861,9.927,9.897,0.0,-0.268,0.053,9.876,9.922,wake
62.867,61.0,64.0,63.0,0.982,-0.711,-0.553,61.0,64.0,9.898,9.872,9.927,9.899,0.0,-0.334,-0.061,9.882,9.916,wake
60.2,59.0,61.0,60.0,0.36,-0.444,-0.111,59.9,61.0,9.897,9.863,9.939,9.893,0.0,0.106,0.399,9.881,9.916,wake
61.333,60.0,63.0,61.0,0.822,-0.622,0.368,60.0,63.0,9.894,9.876,9.921,9.896,0.0,-0.693,0.391,9.877,9.914,wake
62.967,62.0,64.0,63.0,0.166,2.959,-0.249,62.9,63.0,9.908,9.882,9.966,9.905,0.0,2.406,1.189,9.89,9.925,wake
62.867,61.0,64.0,63.0,1.249,-1.395,-0.309,61.0,64.0,9.895,9.872,9.922,9.895,0.0,-0.794,0.23,9.879,9.914,wake
63.333,63.0,65.0,63.0,0.289,0.817,1.336,63.0,64.0,9.898,9.877,9.959,9.897,0.0,7.459,2.177,9.883,9.91,wake
63.7,63.0,64.0,64.0,0.21,-1.238,-0.873,63.0,64.0,9.904,9.875,9.937,9.908,0.0,-0.447,-0.189,9.885,9.92,wake
63.0,62.0,64.0,63.0,0.333,0.0,0.0,62.0,64.0,9.904,9.877,9.927,9.903,0.0,-0.241,-0.086,9.889,9.916,wake
66.633,64.0,77.0,66.0,11.632,3.208,2.16,64.9,72.3,9.848,8.286,11.044,9.853,0.165,7.013,-1.007,9.524,10.103,light
69.667,67.0,77.0,68.0,8.556,-0.11,1.049,67.0,74.1,9.832,9.803,9.855,9.832,0.0,1.273,-0.42,9.824,9.844,light
63.0,60.0,68.0,62.5,6.267,-0.243,0.931,60.0,68.0,9.83,9.81,9.845,9.83,0.0,-0.447,-0.352,9.818,9.84,light
59.2,58.0,60.0,59.5,0.76,-1.568,-0.398,58.0,60.0,9.825,9.798,9.856,9.828,0.0,-0.203,-0.213,9.807,9.838,light
60.3,57.0,63.0,60.5,2.943,-1.268,0.005,58.0,62.1,9.826,9.808,9.845,9.826,0.0,-1.308,-0.016,9.812,9.839,light
61.033,58.0,63.0,61.0,1.966,-0.473,-0.567,59.0,63.0,9.826,9.811,9.856,9.825,0.0,0.629,0.858,9.814,9.841,light
62.6,61.0,68.0,62.0,3.173,3.25,1.888,61.0,63.3,10.062,9.124,12.423,9.836,0.524,3.849,2.183,9.729,10.947,light
69.6,66.0,71.0,69.0,1.573,0.507,-0.734,68.9,71.0,9.772,9.631,9.873,9.78,0.004,-0.4,-0.577,9.672,9.841,light
62.7,62.0,66.0,62.0,1.277,0.902,1.439,62.0,64.1,9.788,9.705,9.964,9.779,0.002,4.998,1.794,9.753,9.827,light
62.133,61.0,63.0,62.0,0.316,-0.019,0.027,61.9,63.0,9.775,9.623,9.875,9.788,0.004,0.342,-0.79,9.695,9.846,light
62.667,61.0,65.0,62.0,1.089,-0.82,0.346,61.9,64.0,9.811,9.695,9.982,9.809,0.003,1.489,0.703,9.763,9.877,light
65.833,64.0,68.0,66.0,1.672,-1.092,-0.058,64.0,67.1,9.832,9.721,9.993,9.831,0.003,0.986,0.882,9.772,9.897,light
66.5,66.0,68.0,66.0,0.583,-0.367,1.122,66.0,68.0,9.828,9.765,9.919,9.821,0.001,0.144,0.606,9.794,9.87,light
65.733,63.0,69.0,65.0,4.529,-1.266,0.205,63.0,69.0,9.815,9.613,9.998,9.818,0.005,1.314,-0.167,9.727,9.892,awake
62.567,62.0,63.0,63.0,0.246,-1.928,-0.269,62.0,63.0,9.834,9.766,9.999,9.828,0.002,8.526,2.451,9.801,9.868,awake
63.133,63.0,64.0,63.0,0.116,2.654,2.157,63.0,64.0,9.835,9.78,9.887,9.836,0.0,0.434,-0.01,9.809,9.862,awake
63.267,62.0,64.0,64.0,0.729,-1.416,-0.539,62.0,64.0,9.828,9.791,9.877,9.826,0.0,0.364,0.465,9.808,9.849,awake
63.167,62.0,64.0,63.0,0.339,-0.263,-0.038,62.9,64.0,9.829,9.777,9.876,9.83,0.001,-0.339,-0.332,9.796,9.858,awake
63.8,62.0,65.0,64.0,0.56,0.378,-0.611,63.0,65.0,9.822,9.719,9.907,9.833,0.001,0.458,-0.59,9.77,9.853,awake
70.0,62.0,79.0,69.5,28.267,-1.23,0.072,62.0,77.1,9.803,9.409,10.254,9.812,0.028,0.902,0.189,9.588,10.005,awake
64.3,62.0,66.0,65.0,0.943,-0.025,-0.847,63.0,65.0,9.829,9.724,9.948,9.82,0.002,1.44,0.472,9.797,9.877,awake
64.333,64.0,65.0,64.0,0.222,-1.5,0.707,64.0,65.0,9.828,9.697,9.895,9.835,0.001,4.103,-1.733,9.792,9.863,awake
65.0,65.0,65.0,65.0,0.0,-3.0,0.0,65.0,65.0,9.838,9.671,9.937,9.835,0.003,2.025,-0.649,9.793,9.901,awake
64.733,64.0,65.0,65.0,0.196,-0.886,-1.055,64.0,65.0,9.83,9.623,9.916,9.838,0.003,7.021,-2.181,9.784,9.87,awake
64.7,64.0,67.0,64.0,0.81,0.478,1.174,64.0,66.0,9.84,9.755,9.975,9.84,0.002,3.139,0.859,9.798,9.869,awake
66.933,66.0,69.0,67.0,0.862,-0.608,0.632,66.0,68.0,9.856,9.677,10.081,9.846,0.006,1.868,0.545,9.801,9.934,awake
67.767,65.0,70.0,68.0,2.846,-1.427,-0.006,66.0,70.0,9.843,9.645,10.015,9.844,0.003,6.692,-0.484,9.81,9.873,awake
65.867,65.0,69.0,65.0,1.649,0.29,1.289,65.0,68.0,9.84,9.773,9.898,9.84,0.001,-0.114,-0.226,9.806,9.878,awake
68.0,66.0,70.0,68.0,1.867,-1.316,0.0,66.0,70.0,9.834,9.698,9.974,9.834,0.003,1.585,-0.072,9.761,9.886,awake
65.4,65.0,66.0,65.0,0.24,-1.833,0.408,65.0,66.0,9.845,9.819,9.873,9.844,0.0,-0.882,0.087,9.826,9.863,awake
66.8,66.0,68.0,66.0,0.827,-1.669,0.404,66.0,68.0,9.834,9.624,9.895,9.846,0.002,13.966,-3.395,9.815,9.861,awake
67.0,66.0,68.0,67.0,0.467,-0.857,0.0,66.0,68.0,9.841,9.597,10.134,9.844,0.01,2.07,0.095,9.756,9.949,awake
66.033,65.0,67.0,66.0,0.099,6.839,0.753,66.0,66.0,10.078,9.618,12.338,9.854,0.43,4.237,2.368,9.74,11.096,awake
72.233,66.0,75.0,73.0,6.046,-0.612,-0.66,69.0,75.0,9.821,8.785,11.686,9.775,0.18,10.888,2.38,9.742,9.881,awake
65.767,65.0,67.0,65.0,0.912,-1.731,0.48,65.0,67.0,9.925,9.503,12.51,9.815,0.251,20.648,4.552,9.736,10.12,awake
67.833,67.0,68.0,68.0,0.139,1.2,-1.789,67.0,68.0,9.918,7.972,13.534,9.893,1.307,2.036,1.099,8.501,11.027,awake
70.267,69.0,82.0,69.0,11.662,5.789,2.735,69.0,70.8,10.319,6.613,23.894,9.808,7.849,15.565,3.733,8.645,12.339,awake
81.0,75.0,84.0,80.5,4.867,0.465,-0.913,79.7,83.0,9.802,9.692,10.098,9.788,0.006,4.25,1.861,9.736,9.913,awake
73.167,71.0,75.0,73.0,1.072,-0.359,-0.157,72.0,74.1,9.855,9.658,10.641,9.814,0.028,13.287,3.519,9.764,9.951,awake
69.7,69.0,70.0,70.0,0.21,-1.238,-0.873,69.0,70.0,9.778,9.53,9.88,9.803,0.007,1.332,-1.473,9.637,9.859,awake
69.4,69.0,70.0,69.0,0.24,-1.833,0.408,69.0,70.0,9.78,8.584,10.954,9.8,0.119,6.799,-0.312,9.663,9.937,awake
70.867,69.0,72.0,70.5,1.116,-1.579,-0.072,70.0,72.0,9.845,9.055,11.009,9.836,0.1,5.409,1.033,9.677,10.04,awake
70.933,69.0,72.0,72.0,1.662,-1.509,-0.529,69.0,72.0,9.916,9.738,10.984,9.841,0.058,11.401,3.469,9.816,9.997,awake
68.867,68.0,69.0,69.0,0.116,2.654,-2.157,68.0,69.0,9.805,9.691,9.895,9.798,0.002,0.054,0.177,9.761,9.883,awake
69.533,69.0,71.0,69.0,0.382,-0.463,0.72,69.0,70.0,9.945,9.383,12.868,9.783,0.428,11.931,3.54,9.716,9.987,awake
72.767,71.0,77.0,72.0,2.912,-0.248,0.889,71.0,75.1,10.142,7.403,14.878,9.914,1.899,3.503,1.502,8.985,11.542,awake
80.933,77.0,85.0,81.0,7.929,-1.756,0.014,78.0,84.0,10.159,6.878,15.835,9.874,2.343,4.517,1.394,9.192,11.812,awake
83.6,83.0,84.0,84.0,0.24,-1.833,-0.408,83.0,84.0,10.648,7.056,17.91,9.918,6.069,2.591,1.811,8.842,14.426,awake
83.633,79.0,88.0,82.0,10.499,-1.565,0.313,81.0,88.0,10.053,8.41,17.73,9.807,2.175,21.54,4.651,9.577,10.146,awake
80.167,79.0,81.0,80.0,0.206,0.758,0.636,80.0,81.0,9.942,7.993,11.654,9.83,0.525,1.148,0.364,9.289,11.222,awake
75.867,72.0,80.0,76.0,4.049,-0.711,0.158,73.0,79.0,9.835,9.432,10.201,9.816,0.016,3.51,0.106,9.766,9.919,awake
71.2,69.0,72.0,71.0,0.827,-0.03,-0.937,70.0,72.0,9.645,6.251,11.076,9.73,0.469,17.749,-3.751,9.444,9.829,awake
66.833,66.0,68.0,67.0,0.272,0.192,-0.183,66.0,67.0,9.762,9.516,9.99,9.762,0.004,8.626,-0.352,9.733,9.797,awake
66.967,66.0,67.0,67.0,0.032,25.034,-5.199,67.0,67.0,9.825,9.18,11.934,9.769,0.204,13.22,3.298,9.496,10.14,awake
67.633,67.0,69.0,68.0,0.366,-0.67,0.383,67.0,68.0,9.931,9.138,11.454,9.788,0.207,4.124,1.95,9.684,10.451,awake
67.6,66.0,71.0,67.0,2.973,-0.405,1.059,66.0,71.0,9.781,9.633,9.832,9.787,0.001,12.351,-3.087,9.761,9.802,awake
67.533,66.0,69.0,67.5,0.716,-0.618,0.061,66.9,69.0,9.785,9.157,10.284,9.785,0.022,12.083,-1.258,9.766,9.809,awake
68.0,68.0,68.0,68.0,0.0,-3.0,0.0,68.0,68.0,9.798,9.493,10.954,9.783,0.065,11.426,2.953,9.547,9.963,awake
68.0,68.0,68.0,68.0,0.0,-3.0,0.0,68.0,68.0,9.851,9.166,10.931,9.834,0.074,7.41,1.81,9.711,9.941,awake
67.967,67.0,68.0,68.0,0.032,25.034,-5.199,68.0,68.0,10.016,9.459,15.615,9.808,1.148,21.863,4.743,9.569,10.169,awake
65.833,65.0,67.0,66.0,0.339,-0.263,0.038,65.0,66.1,9.753,9.131,9.969,9.763,0.016,16.657,-3.79,9.746,9.821,awake
65.367,65.0,66.0,65.0,0.232,-1.694,0.553,65.0,66.0,9.767,9.67,9.833,9.769,0.001,1.697,-0.47,9.732,9.797,awake
66.0,66.0,66.0,66.0,0.0,-3.0,0.0,66.0,66.0,9.705,6.999,10.482,9.771,0.376,10.576,-3.008,9.488,10.033,awake
67.033,66.0,69.0,67.0,1.032,-1.677,0.124,66.0,68.0,9.823,9.013,13.557,9.773,0.541,19.211,4.256,9.423,9.96,awake
67.7,66.0,69.0,68.0,1.143,-1.229,-0.2,66.0,69.0,9.763,9.664,9.901,9.768,0.002,4.263,0.381,9.733,9.79,awake
65.3,65.0,67.0,65.0,0.277,1.447,1.539,65.0,66.0,9.896,8.996,11.504,9.79,0.252,2.911,1.493,9.681,10.522,awake
65.733,64.0,68.0,65.5,1.062,-0.414,0.55,65.0,67.0,9.761,9.716,9.847,9.759,0.0,5.253,1.497,9.739,9.781,awake
63.867,62.0,66.0,63.5,1.182,-0.804,0.577,63.0,65.1,9.779,9.686,10.034,9.767,0.003,10.568,2.968,9.746,9.812,awake
62.233,61.0,63.0,63.0,0.912,-1.731,-0.48,61.0,63.0,9.8,9.699,10.082,9.771,0.007,3.816,2.059,9.743,9.904,awake
63.833,63.0,64.0,64.0,0.139,1.2,-1.789,63.0,64.0,9.68,6.584,10.858,9.768,0.396,17.041,-3.793,9.678,9.839,awake
65.067,64.0,66.0,65.0,0.662,-1.48,-0.123,64.0,66.0,9.782,9.248,9.893,9.788,0.011,17.853,-4.038,9.764,9.871,awake
65.2,64.0,66.0,65.5,0.76,-1.568,-0.398,64.0,66.0,9.791,9.752,9.834,9.789,0.0,-0.473,0.254,9.766,9.823,awake
64.333,64.0,66.0,64.0,0.356,1.453,1.607,64.0,65.0,9.794,9.664,9.989,9.791,0.002,8.914,1.664,9.767,9.82,awake
64.967,64.0,66.0,65.0,0.366,-0.271,0.015,64.0,66.0,9.786,9.742,9.817,9.789,0.0,0.474,-0.627,9.759,9.804,awake
65.0,65.0,65.0,65.0,0.0,-3.0,0.0,65.0,65.0,9.791,9.635,9.917,9.788,0.002,3.901,-0.641,9.761,9.836,awake
66.1,65.0,68.0,66.0,0.757,-0.533,0.413,65.0,67.0,9.781,9.579,9.823,9.789,0.002,13.232,-3.372,9.747,9.815,awake
66.5,65.0,68.0,67.0,0.917,-0.942,-0.456,65.0,67.1,9.773,9.393,9.838,9.787,0.005,20.472,-4.514,9.756,9.807,awake
64.133,63.0,65.0,64.5,0.849,-1.769,-0.267,63.0,65.0,9.773,9.6,9.931,9.767,0.005,0.939,-0.348,9.723,9.868,awake
63.367,63.0,64.0,63.0,0.232,-1.694,0.553,63.0,64.0,9.765,9.573,9.907,9.769,0.003,3.212,-0.544,9.731,9.814,awake
64.4,63.0,65.0,65.0,0.507,-0.702,-0.754,63.0,65.0,9.788,9.362,10.741,9.77,0.05,9.183,2.526,9.68,9.833,awake
64.367,63.0,66.0,64.0,1.899,-1.82,0.164,63.0,66.0,9.726,8.364,10.055,9.78,0.072,19.324,-4.337,9.72,9.81,awake
66.0,66.0,66.0,66.0,0.0,-3.0,0.0,66.0,66.0,9.75,9.424,10.045,9.766,0.012,2.645,-0.313,9.641,9.807,awake
64.7,63.0,66.0,64.5,1.41,-1.549,-0.122,63.0,66.0,9.784,9.53,10.433,9.749,0.027,7.328,2.593,9.664,9.879,awake
65.867,64.0,67.0,66.0,1.049,-0.659,-0.662,64.0,67.0,9.777,9.433,10.755,9.744,0.042,14.456,3.508,9.689,9.827,awake
64.533,63.0,66.0,64.5,0.982,-1.043,0.01,63.0,66.0,9.847,9.79,9.938,9.839,0.001,1.528,0.984,9.818,9.873,awake
63.0,63.0,63.0,63.0,0.0,-3.0,0.0,63.0,63.0,9.882,9.011,11.461,9.829,0.146,7.967,2.06,9.576,10.079,awake
63.5,63.0,64.0,63.5,0.25,-2.0,0.0,63.0,64.0,9.802,9.558,10.128,9.784,0.009,4.832,1.368,9.744,9.854,awake
63.6,63.0,65.0,64.0,0.307,-0.896,0.188,63.0,64.0,9.853,9.383,10.663,9.792,0.074,1.842,1.378,9.659,10.298,awake
63.8,63.0,65.0,63.5,0.76,-1.568,0.398,63.0,65.0,9.723,9.292,9.803,9.772,0.015,3.997,-2.229,9.53,9.795,awake
62.133,61.0,63.0,62.0,0.182,1.496,0.747,62.0,63.0,9.769,9.724,9.807,9.77,0.0,-0.647,-0.004,9.743,9.8,awake
63.567,62.0,65.0,64.0,1.646,-1.68,-0.101,62.0,65.0,9.808,9.606,10.479,9.769,0.025,8.813,2.877,9.724,9.872,awake
66.333,65.0,67.0,67.0,0.889,-1.5,-0.707,65.0,67.0,9.908,9.323,11.878,9.806,0.259,9.295,3.235,9.728,9.866,awake
65.567,64.0,67.0,66.0,0.979,-0.971,-0.288,64.0,67.0,9.853,9.616,12.208,9.773,0.198,23.265,4.934,9.673,9.895,awake
64.8,64.0,65.0,65.0,0.16,0.25,-1.5,64.0,65.0,9.76,9.66,9.859,9.77,0.002,1.332,-0.619,9.714,9.79,awake
66.2,65.0,67.0,67.0,0.827,-1.669,-0.404,65.0,67.0,9.76,9.691,9.864,9.757,0.002,-0.49,0.19,9.698,9.812,awake
65.933,65.0,66.0,66.0,0.062,10.071,-3.474,66.0,66.0,9.748,9.163,10.181,9.761,0.031,3.398,-0.996,9.647,9.904,awake
63.867,62.0,66.0,64.0,2.182,-1.524,-0.08,62.0,66.0,9.802,9.545,9.922,9.809,0.005,3.594,-1.392,9.762,9.881,awake
63.033,62.0,64.0,63.0,0.432,-0.689,-0.035,62.0,64.0,9.803,9.395,10.674,9.792,0.032,16.246,3.384,9.742,9.841,awake
64.167,63.0,65.0,64.0,0.672,-1.444,-0.316,63.0,65.0,9.786,9.599,9.876,9.787,0.002,7.234,-1.819,9.753,9.824,awake
62.933,62.0,64.0,63.0,0.129,4.166,-0.877,62.9,63.0,9.784,8.96,10.087,9.803,0.033,11.52,-2.987,9.661,9.93,awake
62.833,62.0,63.0,63.0,0.139,1.2,-1.789,62.0,63.0,9.78,9.649,9.92,9.784,0.003,1.379,-0.292,9.731,9.829,awake
64.1,62.0,65.0,64.0,0.557,0.357,-0.645,63.0,65.0,9.804,9.76,9.921,9.8,0.001,5.978,2.149,9.78,9.825,awake
63.467,63.0,65.0,63.0,0.316,-0.555,0.695,63.0,64.0,9.828,9.658,10.156,9.815,0.007,5.135,1.726,9.762,9.925,awake
64.1,63.0,68.0,63.0,4.09,-0.141,1.339,63.0,68.0,9.613,6.445,10.769,9.795,0.544,9.983,-3.056,9.337,9.908,awake
66.567,65.0,68.0,66.0,0.712,-0.811,0.622,66.0,68.0,9.754,5.126,10.835,9.806,0.829,19.395,-4.266,9.776,10.369,awake
61.967,61.0,64.0,62.0,0.832,-1.179,0.329,61.0,63.0,9.812,9.644,9.853,9.821,0.001,13.983,-3.45,9.79,9.835,light
61.833,60.0,63.0,62.0,0.472,0.303,-0.388,61.0,63.0,9.808,9.652,9.877,9.811,0.001,8.41,-2.334,9.792,9.835,light
61.7,61.0,62.0,62.0,0.21,-1.238,-0.873,61.0,62.0,9.812,9.781,9.847,9.814,0.0,-0.713,0.137,9.79,9.831,light
61.1,60.0,62.0,61.0,0.623,-1.376,-0.179,60.0,62.0,9.82,9.793,9.86,9.816,0.0,-0.327,0.676,9.806,9.839,light
60.367,59.0,62.0,60.0,1.032,-1.077,0.173,59.0,62.0,9.818,9.793,9.845,9.815,0.0,-0.649,0.309,9.804,9.838,light
60.967,60.0,61.0,61.0,0.032,25.034,-5.199,61.0,61.0,9.836,9.74,10.405,9.806,0.018,10.709,3.473,9.784,9.832,light
60.1,59.0,62.0,60.0,0.757,-0.533,0.413,59.0,61.0,9.796,9.772,9.827,9.793,0.0,-0.746,0.238,9.779,9.815,light
60.7,59.0,62.0,61.0,1.677,-1.657,-0.26,59.0,62.0,9.795,9.744,9.823,9.796,0.0,1.186,-0.785,9.776,9.814,light
57.633,57.0,59.0,57.5,0.499,-0.781,0.657,57.0,59.0,9.792,9.772,9.825,9.79,0.0,-0.156,0.53,9.775,9.807,wake
58.533,58.0,59.0,59.0,0.249,-1.982,-0.134,58.0,59.0,9.792,9.769,9.813,9.793,0.0,-0.656,-0.213,9.776,9.805,wake
58.8,58.0,60.0,59.0,0.693,-1.451,0.388,58.0,60.0,9.792,9.771,9.818,9.791,0.0,-0.508,0.413,9.779,9.807,wake
58.133,57.0,61.0,58.0,1.649,-0.975,0.695,57.0,60.0,9.792,9.76,9.839,9.793,0.0,0.166,0.203,9.768,9.809,wake
59.0,58.0,60.0,59.0,0.333,0.0,0.0,58.0,60.0,9.804,9.775,9.861,9.805,0.0,0.969,0.962,9.783,9.829,light
61.333,59.0,63.0,62.0,3.022,-1.634,-0.367,59.0,63.0,9.811,9.783,9.843,9.811,0.0,-0.811,0.125,9.792,9.83,light
62.733,62.0,63.0,63.0,0.196,-0.886,-1.055,62.0,63.0,9.882,8.948,11.475,9.808,0.153,7.97,2.112,9.743,10.183,light
62.5,60.0,67.0,61.0,5.917,-0.651,0.952,60.0,67.0,9.776,9.756,9.806,9.774,0.0,0.024,0.509,9.762,9.788,wake
60.2,59.0,61.0,60.5,0.76,-1.568,-0.398,59.0,61.0,9.775,9.747,9.808,9.773,0.0,-0.611,0.17,9.752,9.796,wake
60.233,59.0,61.0,60.0,0.512,-0.999,-0.376,59.0,61.0,9.775,9.745,9.808,9.778,0.0,-0.186,-0.291,9.751,9.789,wake
60.067,59.0,62.0,60.0,0.796,-0.087,0.715,59.0,61.1,9.775,9.751,9.794,9.777,0.0,-0.549,-0.465,9.757,9.788,wake
62.5,62.0,63.0,62.5,0.25,-2.0,0.0,62.0,63.0,9.778,9.746,9.807,9.777,0.0,0.028,0.097,9.762,9.795,wake
61.633,61.0,62.0,62.0,0.232,-1.694,-0.553,61.0,62.0,9.784,9.757,9.806,9.783,0.0,-0.741,-0.281,9.762,9.801,wake
64.6,63.0,66.0,65.0,1.107,-1.166,-0.179,63.0,66.0,9.795,9.763,9.828,9.796,0.0,-0.4,0.138,9.778,9.812,wake
63.467,62.0,67.0,63.0,2.382,-0.717,0.77,62.0,66.0,9.809,9.784,9.9,9.807,0.0,9.771,2.769,9.792,9.823,wake
62.667,62.0,64.0,63.0,0.422,-0.715,0.459,62.0,63.1,9.808,9.775,9.84,9.808,0.0,0.661,-0.072,9.793,9.822,wake
62.533,62.0,64.0,62.0,0.382,-0.463,0.72,62.0,63.0,9.812,9.787,9.844,9.812,0.0,-0.446,0.469,9.796,9.834,wake
62.8,62.0,64.0,63.0,0.427,-0.727,0.23,62.0,64.0,9.815,9.792,9.834,9.814,0.0,-0.864,-0.265,9.797,9.827,wake
64.133,63.0,65.0,64.0,0.516,-1.051,-0.203,63.0,65.0,9.819,9.784,9.942,9.817,0.001,12.545,3.194,9.802,9.835,wake
62.933,62.0,65.0,62.5,1.062,-1.242,0.499,62.0,64.0,9.819,9.788,9.851,9.821,0.0,-0.167,-0.181,9.799,9.833,wake
62.2,60.0,64.0,62.0,1.427,-0.772,-0.155,60.9,64.0,9.82,9.796,9.844,9.821,0.0,-0.584,0.01,9.804,9.835,wake
63.533,62.0,65.0,63.0,1.316,-1.434,0.051,62.0,65.0,9.825,9.794,9.853,9.825,0.0,-0.264,-0.123,9.806,9.841,wake
61.467,60.0,64.0,62.0,1.382,-0.622,0.265,60.0,63.0,9.825,9.799,9.846,9.826,0.0,-0.546,-0.254,9.809,9.839,wake
62.167,60.0,64.0,62.5,3.006,-1.735,-0.142,60.0,64.0,9.819,9.705,9.853,9.824,0.001,7.912,-2.445,9.794,9.844,wake
59.767,59.0,63.0,59.0,1.512,1.075,1.526,59.0,62.0,9.832,9.808,9.863,9.83,0.0,-0.537,0.343,9.817,9.847,wake
59.567,58.0,61.0,59.0,0.912,-1.026,0.268,58.9,61.0,9.834,9.806,9.861,9.835,0.0,-0.804,-0.124,9.814,9.851,wake
61.233,61.0,62.0,61.0,0.179,-0.41,1.261,61.0,62.0,9.836,9.813,9.861,9.836,0.0,-0.91,-0.012,9.821,9.85,wake
62.267,60.0,64.0,62.0,1.262,-0.638,-0.114,61.0,64.0,9.835,9.805,9.868,9.837,0.0,0.1,0.2,9.819,9.85,wake
59.267,59.0,60.0,59.0,0.196,-0.886,1.055,59.0,60.0,9.834,9.808,9.853,9.837,0.0,-0.847,-0.434,9.817,9.849,wake
60.033,59.0,61.0,60.0,0.366,-0.271,-0.015,59.0,61.0,9.838,9.806,9.921,9.84,0.0,6.934,1.955,9.819,9.853,wake
60.033,59.0,62.0,60.0,1.166,-0.765,0.729,59.0,62.0,9.846,9.799,9.87,9.848,0.0,1.948,-1.016,9.833,9.863,wake
61.167,60.0,62.0,61.0,0.539,-1.114,-0.272,60.0,62.0,9.843,9.813,9.866,9.845,0.0,-0.245,-0.418,9.828,9.858,wake
61.067,60.0,62.0,61.0,0.529,-1.106,-0.102,60.0,62.0,9.84,9.815,9.863,9.839,0.0,-1.232,-0.043,9.82,9.861,wake
59.733,59.0,60.0,60.0,0.196,-0.886,-1.055,59.0,60.0,9.844,9.818,9.87,9.845,0.0,-0.3,-0.282,9.825,9.859,deep
60.067,60.0,61.0,60.0,0.062,10.071,3.474,60.0,60.0,9.849,9.827,9.866,9.851,0.0,-1.257,-0.181,9.833,9.865,deep
61.267,61.0,62.0,61.0,0.196,-0.886,1.055,61.0,62.0,9.845,9.828,9.865,9.845,0.0,-1.359,0.03,9.829,9.862,deep
61.367,60.0,63.0,61.0,0.832,-0.717,0.266,60.0,63.0,9.849,9.834,9.873,9.848,0.0,-0.391,0.704,9.84,9.861,deep
60.933,60.0,63.0,60.0,1.462,-1.032,0.807,60.0,63.0,9.845,9.823,9.869,9.841,0.0,-1.039,0.292,9.832,9.861,deep
62.133,61.0,63.0,62.0,0.782,-1.671,-0.263,61.0,63.0,9.844,9.812,9.87,9.846,0.0,-0.438,-0.348,9.825,9.862,deep
59.2,58.0,60.0,59.0,0.493,-0.96,-0.3,58.0,60.0,9.85,9.821,9.876,9.851,0.0,-0.771,0.025,9.833,9.865,deep
59.733,59.0,61.0,59.0,0.729,-1.416,0.539,59.0,61.0,9.855,9.837,9.881,9.855,0.0,-0.096,0.271,9.843,9.867,deep
61.1,60.0,62.0,61.0,0.29,0.302,0.077,60.9,62.0,9.852,9.826,9.883,9.855,0.0,-0.37,0.026,9.834,9.869,deep
59.333,59.0,60.0,59.0,0.222,-1.5,0.707,59.0,60.0,9.849,9.82,9.876,9.852,0.0,-1.022,-0.183,9.827,9.866,deep
59.067,58.0,61.0,59.0,0.796,-0.087,0.715,58.0,60.1,9.852,9.823,9.876,9.85,0.0,-0.127,-0.169,9.841,9.866,deep
60.2,59.0,62.0,60.0,1.16,-1.125,0.397,59.0,62.0,9.854,9.826,9.881,9.854,0.0,0.05,-0.019,9.838,9.869,deep
60.233,59.0,62.0,60.0,0.579,0.741,0.943,59.9,61.1,9.858,9.833,9.892,9.855,0.0,-0.16,0.408,9.842,9.872,deep
60.233,59.0,61.0,60.0,0.579,-1.169,-0.419,59.0,61.0,9.851,9.827,9.864,9.851,0.0,0.23,-0.708,9.838,9.86,deep
60.633,59.0,62.0,61.0,0.566,-0.23,-0.224,60.0,61.1,9.857,9.824,9.892,9.854,0.0,0.056,0.293,9.842,9.873,deep
