hrm_mean,hrm_min,hrm_max,hrm_med,hrm_var,hrm_kurtosis,hrm_skew,hrm_p10,hrm_p90,accel_mean,accel_min,accel_max,accel_med,accel_var,accel_kurtosis,accel_skew,accel_p10,accel_p90,label
63.8,60.0,66.0,65.0,5.027,-0.842,-0.903,60.0,66.0,10.157,9.567,16.986,9.782,2.127,14.208,3.886,9.67,10.263,awake
66.933,66.0,67.0,67.0,0.062,10.071,-3.474,67.0,67.0,9.755,8.234,11.69,9.733,0.248,7.847,1.038,9.569,9.959,awake
64.933,64.0,67.0,65.0,0.796,-0.298,0.694,64.0,66.0,9.724,9.463,10.122,9.715,0.009,9.483,1.801,9.676,9.758,awake
67.2,64.0,70.0,67.5,3.693,-1.201,-0.37,64.0,69.0,9.717,9.474,9.916,9.722,0.009,1.157,-0.535,9.633,9.837,awake
66.467,64.0,69.0,66.5,2.582,-1.168,-0.108,64.0,68.1,9.682,9.425,9.868,9.703,0.006,2.69,-1.006,9.584,9.733,awake
70.233,69.0,72.0,70.0,0.379,2.398,1.524,70.0,71.0,9.975,8.345,13.696,9.754,0.691,11.09,2.838,9.55,10.39,awake
70.933,70.0,72.0,71.0,0.796,-1.73,0.131,70.0,72.0,9.784,9.72,9.917,9.779,0.001,3.133,1.264,9.745,9.826,awake
63.733,62.0,71.0,62.0,9.862,1.007,1.635,62.0,71.0,10.104,9.259,11.677,9.845,0.284,1.072,1.179,9.712,10.852,awake
62.0,62.0,62.0,62.0,0.0,-3.0,0.0,62.0,62.0,10.447,7.484,13.842,9.957,1.986,0.307,0.711,9.343,12.706,awake
62.0,62.0,62.0,62.0,0.0,-3.0,0.0,62.0,62.0,10.092,8.106,13.255,9.926,0.738,4.571,1.372,9.292,10.875,awake
62.267,62.0,63.0,62.0,0.196,-0.886,1.055,62.0,63.0,9.797,6.63,12.557,9.821,1.041,2.656,-0.359,8.814,10.868,awake
63.0,63.0,63.0,63.0,0.0,-3.0,0.0,63.0,63.0,10.607,7.293,19.556,10.031,4.237,9.342,2.63,8.985,12.235,awake
64.933,63.0,66.0,65.0,0.929,-0.705,-0.537,63.9,66.0,10.283,8.28,12.428,9.992,0.889,0.382,0.778,9.489,11.712,awake
66.1,66.0,67.0,66.0,0.09,5.111,2.667,66.0,66.1,9.722,8.406,10.853,9.818,0.36,-0.305,-0.197,9.028,10.563,awake
68.233,66.0,72.0,68.0,3.046,-0.436,0.468,66.0,71.0,10.413,8.383,13.279,9.998,1.641,-0.003,0.741,8.903,12.384,awake
73.833,72.0,76.0,74.0,1.806,-0.906,0.305,72.0,76.0,9.845,9.302,10.111,9.878,0.032,1.749,-1.452,9.574,10.009,awake
73.933,73.0,74.0,74.0,0.062,10.071,-3.474,74.0,74.0,9.911,9.782,10.356,9.891,0.01,12.26,3.424,9.865,9.922,awake
73.067,73.0,74.0,73.0,0.062,10.071,3.474,73.0,73.0,9.885,9.733,9.958,9.887,0.001,5.797,-1.771,9.854,9.92,awake
73.0,73.0,73.0,73.0,0.0,-3.0,0.0,73.0,73.0,9.885,9.675,9.967,9.895,0.003,6.706,-2.428,9.864,9.924,awake
72.633,72.0,73.0,73.0,0.232,-1.694,-0.553,72.0,73.0,9.889,9.613,9.985,9.894,0.003,15.385,-3.55,9.866,9.92,awake
71.033,70.0,72.0,71.0,0.166,2.959,0.249,71.0,71.1,9.899,9.845,10.015,9.901,0.001,4.41,1.403,9.868,9.923,awake
69.667,69.0,70.0,70.0,0.222,-1.5,-0.707,69.0,70.0,9.894,9.835,9.972,9.893,0.001,1.288,0.586,9.867,9.923,awake
75.133,69.0,77.0,76.0,7.249,1.099,-1.699,69.0,77.0,9.891,9.826,9.98,9.894,0.001,1.065,0.361,9.858,9.919,awake
74.367,72.0,76.0,75.0,1.699,-0.635,-0.61,72.0,76.0,9.892,9.817,10.002,9.895,0.001,1.141,0.399,9.851,9.929,awake
66.433,62.0,71.0,65.0,12.446,-1.659,0.264,63.0,71.0,9.895,9.868,9.92,9.898,0.0,-0.793,-0.322,9.875,9.911,awake
59.867,58.0,62.0,60.0,1.649,-1.407,-0.317,58.0,61.0,9.9,9.853,9.983,9.894,0.001,0.78,1.094,9.869,9.952,awake
58.667,56.0,61.0,59.0,2.422,-1.022,-0.338,56.0,60.1,9.891,9.792,9.99,9.893,0.001,3.932,-0.664,9.873,9.916,awake
57.833,56.0,59.0,58.0,1.139,-1.01,-0.488,56.0,59.0,9.89,9.854,9.921,9.889,0.0,-1.06,-0.11,9.863,9.915,awake
56.0,55.0,57.0,56.0,0.333,0.0,0.0,55.0,57.0,9.902,9.487,10.347,9.888,0.021,3.168,0.336,9.843,10.072,awake
58.0,56.0,59.0,58.0,0.867,-1.314,-0.248,57.0,59.0,9.889,9.793,9.925,9.893,0.001,1.118,-1.302,9.847,9.922,awake
60.2,58.0,62.0,60.0,0.96,-0.358,-0.621,59.0,61.0,9.883,9.839,9.927,9.887,0.0,0.323,-0.165,9.86,9.904,awake
59.7,58.0,60.0,60.0,0.41,2.15,-1.92,58.9,60.0,9.895,9.862,9.927,9.896,0.0,-1.06,-0.186,9.87,9.916,awake
57.5,57.0,59.0,57.0,0.583,-0.367,1.122,57.0,59.0,9.888,9.835,9.934,9.888,0.0,0.65,-0.07,9.87,9.908,awake
60.033,56.0,64.0,62.0,7.566,-1.638,-0.304,56.9,62.1,9.892,9.864,9.933,9.889,0.0,-0.904,0.395,9.866,9.921,awake
60.2,59.0,61.0,60.0,0.227,0.228,0.519,60.0,61.0,9.88,9.801,9.954,9.883,0.001,0.274,-0.123,9.844,9.914,awake
58.467,58.0,59.0,58.0,0.249,-1.982,0.134,58.0,59.0,9.856,9.707,9.931,9.863,0.002,4.874,-1.868,9.825,9.889,awake
62.8,60.0,65.0,64.0,3.827,-1.438,-0.414,60.0,65.0,9.857,9.727,9.996,9.856,0.002,3.314,0.221,9.822,9.892,awake
64.0,62.0,65.0,65.0,1.333,-1.35,-0.52,62.0,65.0,9.816,9.26,10.049,9.854,0.02,7.888,-2.759,9.772,9.889,awake
60.333,58.0,64.0,59.5,4.822,-1.142,0.63,58.0,64.0,9.843,9.788,10.0,9.835,0.001,8.314,2.441,9.808,9.87,awake
66.3,64.0,67.0,67.0,1.01,-0.461,-1.021,65.0,67.0,9.833,9.714,9.977,9.832,0.002,4.496,0.538,9.798,9.866,awake
61.333,59.0,64.0,61.0,3.089,-1.15,0.37,59.0,64.0,9.835,9.791,9.861,9.835,0.0,-0.217,-0.461,9.813,9.856,awake
64.5,61.0,67.0,64.0,2.183,0.041,0.341,63.9,67.0,9.848,9.781,9.966,9.848,0.001,3.07,0.924,9.805,9.882,awake
66.433,66.0,67.0,66.0,0.246,-1.928,0.269,66.0,67.0,9.839,9.787,9.938,9.839,0.001,2.702,0.927,9.804,9.866,awake
66.2,66.0,67.0,66.0,0.16,0.25,1.5,66.0,67.0,9.83,9.764,9.89,9.83,0.001,-0.203,-0.16,9.797,9.862,awake
60.433,59.0,66.0,59.0,4.779,0.748,1.411,59.0,63.2,9.841,9.798,9.945,9.834,0.001,3.35,1.747,9.812,9.873,awake
62.6,59.0,67.0,63.0,8.84,-1.493,0.079,59.0,67.0,9.827,9.786,9.862,9.827,0.0,-0.811,-0.309,9.795,9.854,awake
60.167,59.0,63.0,60.0,0.472,8.674,2.853,60.0,60.1,9.837,9.732,10.016,9.833,0.003,3.443,1.401,9.778,9.88,awake
58.033,56.0,59.0,58.0,0.966,-0.588,-0.699,56.9,59.0,9.808,9.765,9.853,9.81,0.0,-0.074,-0.049,9.782,9.832,awake
58.8,57.0,61.0,59.0,1.427,-0.379,0.155,57.0,61.0,9.88,9.753,10.465,9.818,0.025,5.941,2.563,9.788,10.042,awake
63.867,62.0,65.0,65.0,2.049,-1.704,-0.515,62.0,65.0,9.877,9.769,9.966,9.878,0.002,0.51,-0.142,9.829,9.934,awake
65.233,63.0,67.0,65.0,1.446,-0.599,0.005,63.9,67.0,9.835,9.355,9.939,9.859,0.01,15.723,-3.834,9.803,9.89,awake
67.933,67.0,68.0,68.0,0.062,10.071,-3.474,68.0,68.0,9.822,9.765,10.038,9.817,0.002,14.003,3.412,9.788,9.845,awake
66.533,65.0,68.0,67.0,1.716,-1.72,-0.162,65.0,68.0,9.82,9.761,9.903,9.817,0.001,2.524,0.999,9.801,9.845,awake
65.0,64.0,66.0,65.0,0.267,0.75,0.0,64.0,66.0,9.807,9.736,9.88,9.81,0.001,1.595,-0.211,9.774,9.829,awake
66.0,66.0,66.0,66.0,0.0,-3.0,0.0,66.0,66.0,9.817,9.768,9.9,9.816,0.001,0.945,0.539,9.783,9.845,awake
67.1,66.0,69.0,67.0,0.623,-0.552,0.228,66.0,68.0,9.82,9.708,10.053,9.81,0.003,9.515,2.665,9.793,9.839,awake
66.733,66.0,67.0,67.0,0.196,-0.886,-1.055,66.0,67.0,9.815,9.758,9.915,9.811,0.001,3.796,1.119,9.791,9.839,awake
65.067,63.0,67.0,65.0,1.862,-0.968,-0.042,63.0,67.0,9.811,9.567,9.947,9.814,0.004,5.909,-1.49,9.774,9.853,awake
61.7,60.0,63.0,62.0,0.677,0.486,-1.193,60.0,62.0,9.806,9.755,9.853,9.812,0.001,-0.635,-0.261,9.772,9.83,awake
60.3,59.0,61.0,60.0,0.343,-0.599,-0.179,60.0,61.0,9.815,9.675,10.028,9.807,0.003,5.928,1.044,9.78,9.847,awake
59.867,58.0,61.0,60.0,0.649,-0.722,-0.137,59.0,61.0,9.836,9.549,10.317,9.829,0.012,10.829,2.251,9.788,9.874,awake
62.5,60.0,63.0,63.0,0.717,0.951,-1.483,61.0,63.0,10.275,8.926,13.316,9.955,0.82,2.507,1.607,9.563,11.527,awake
63.5,63.0,64.0,63.5,0.25,-2.0,0.0,63.0,64.0,9.838,9.087,10.845,9.807,0.081,6.421,1.672,9.741,9.885,awake
66.633,64.0,68.0,68.0,3.499,-1.51,-0.683,64.0,68.0,9.91,9.723,10.448,9.896,0.013,14.465,3.358,9.82,9.969,awake
68.0,68.0,68.0,68.0,0.0,-3.0,0.0,68.0,68.0,9.908,8.781,11.345,9.899,0.125,9.794,1.268,9.802,9.927,awake
67.167,67.0,68.0,67.0,0.139,1.2,1.789,67.0,68.0,9.855,9.479,10.031,9.887,0.011,4.618,-1.97,9.761,9.925,awake
67.5,67.0,68.0,67.5,0.25,-2.0,0.0,67.0,68.0,9.915,9.183,11.283,9.879,0.104,9.326,1.928,9.831,10.03,awake
67.433,67.0,68.0,67.0,0.246,-1.928,0.269,67.0,68.0,9.831,9.642,10.03,9.826,0.004,3.519,0.138,9.787,9.881,awake
67.767,67.0,68.0,68.0,0.179,-0.41,-1.261,67.0,68.0,9.831,9.777,9.869,9.832,0.0,0.608,-0.598,9.806,9.853,awake
67.067,66.0,68.0,67.0,0.529,-1.106,-0.102,66.0,68.0,9.811,9.01,9.944,9.832,0.023,23.596,-4.97,9.819,9.859,awake
67.433,67.0,68.0,67.0,0.246,-1.928,0.269,67.0,68.0,9.838,9.785,9.866,9.84,0.0,0.138,-0.778,9.811,9.859,awake
67.3,67.0,68.0,67.0,0.21,-1.238,0.873,67.0,68.0,9.939,8.826,11.15,9.956,0.096,10.423,0.435,9.817,10.026,awake
66.467,65.0,68.0,66.0,1.316,-1.388,0.347,65.0,68.0,9.986,9.882,10.242,9.977,0.003,11.844,2.942,9.952,10.02,awake
65.033,65.0,66.0,65.0,0.032,25.034,5.199,65.0,65.0,9.974,9.604,10.025,9.981,0.005,20.741,-4.53,9.962,10.023,awake
66.067,65.0,67.0,66.0,0.396,-0.489,-0.051,65.0,67.0,9.969,9.852,10.097,9.973,0.002,0.616,0.123,9.915,10.026,awake
66.767,65.0,67.0,67.0,0.246,3.379,-2.044,66.0,67.0,9.944,9.63,12.439,9.852,0.22,23.691,5.002,9.825,9.896,awake
65.4,65.0,67.0,65.0,0.373,0.505,1.263,65.0,66.0,9.918,9.583,12.065,9.797,0.198,15.548,3.979,9.779,9.891,awake
67.6,67.0,68.0,68.0,0.24,-1.833,-0.408,67.0,68.0,9.805,9.777,9.823,9.807,0.0,-0.501,-0.681,9.782,9.818,awake
66.667,66.0,67.0,67.0,0.222,-1.5,-0.707,66.0,67.0,9.798,9.773,9.827,9.797,0.0,-0.666,0.284,9.779,9.819,awake
66.0,66.0,66.0,66.0,0.0,-3.0,0.0,66.0,66.0,9.936,9.505,10.746,9.821,0.078,2.098,1.576,9.71,10.284,awake
66.233,66.0,67.0,66.0,0.179,-0.41,1.261,66.0,67.0,9.863,9.748,12.215,9.781,0.191,24.94,5.185,9.758,9.804,awake
66.9,66.0,67.0,67.0,0.09,5.111,-2.667,66.9,67.0,9.787,9.747,9.828,9.782,0.0,-0.252,0.466,9.771,9.814,awake
67.0,67.0,67.0,67.0,0.0,-3.0,0.0,67.0,67.0,9.781,9.738,9.825,9.782,0.0,0.517,-0.117,9.76,9.8,awake
66.833,66.0,67.0,67.0,0.139,1.2,-1.789,66.0,67.0,9.783,9.741,9.819,9.784,0.0,-0.317,-0.218,9.759,9.799,awake
67.667,67.0,68.0,68.0,0.222,-1.5,-0.707,67.0,68.0,9.789,9.715,9.834,9.791,0.001,1.382,-0.78,9.766,9.815,awake
67.733,67.0,68.0,68.0,0.196,-0.886,-1.055,67.0,68.0,9.829,8.972,11.538,9.783,0.129,15.19,3.154,9.759,9.903,awake
66.4,66.0,67.0,66.0,0.24,-1.833,0.408,66.0,67.0,9.826,9.784,9.92,9.823,0.001,2.758,1.232,9.795,9.855,awake
66.633,65.0,67.0,67.0,0.566,0.77,-1.635,65.0,67.0,9.772,9.183,10.355,9.804,0.034,4.945,-0.559,9.697,9.847,awake
63.133,63.0,65.0,63.0,0.182,10.33,3.318,63.0,63.1,9.805,7.914,11.864,9.764,0.323,7.615,0.703,9.614,9.922,awake
63.6,63.0,64.0,64.0,0.24,-1.833,-0.408,63.0,64.0,9.761,9.404,10.095,9.779,0.012,4.196,-0.575,9.636,9.821,awake
64.067,64.0,65.0,64.0,0.062,10.071,3.474,64.0,64.0,9.793,9.348,10.102,9.786,0.013,6.713,-1.006,9.749,9.87,awake
64.2,64.0,65.0,64.0,0.16,0.25,1.5,64.0,65.0,9.794,9.714,9.851,9.801,0.001,2.699,-1.213,9.777,9.814,awake
63.233,62.0,64.0,63.0,0.246,-0.159,0.401,63.0,64.0,9.927,9.523,11.292,9.812,0.146,7.03,2.78,9.729,10.098,awake
64.967,64.0,66.0,65.0,0.699,-1.566,0.063,64.0,66.0,9.751,9.554,9.799,9.756,0.002,16.198,-3.79,9.74,9.775,awake
65.433,65.0,66.0,65.0,0.246,-1.928,0.269,65.0,66.0,9.76,9.739,9.79,9.756,0.0,-0.824,0.547,9.744,9.784,awake
66.667,65.0,68.0,66.0,1.089,-1.382,0.169,65.9,68.0,9.76,9.732,9.801,9.761,0.0,-0.378,0.23,9.736,9.775,awake
65.467,65.0,66.0,65.0,0.249,-1.982,0.134,65.0,66.0,9.757,9.725,9.784,9.757,0.0,-0.632,-0.113,9.738,9.777,awake
65.967,65.0,67.0,66.0,0.899,-1.884,0.066,65.0,67.0,9.754,9.699,9.789,9.752,0.0,1.207,-0.433,9.736,9.777,awake
64.167,64.0,65.0,64.0,0.139,1.2,1.789,64.0,65.0,9.561,7.917,9.928,9.677,0.138,10.204,-3.043,9.085,9.763,awake
64.5,64.0,65.0,64.5,0.25,-2.0,0.0,64.0,65.0,9.607,9.487,9.857,9.593,0.005,2.913,1.363,9.543,9.696,light
65.333,64.0,67.0,65.0,1.089,-1.045,0.359,64.0,67.0,9.665,9.583,9.796,9.66,0.002,0.052,0.381,9.595,9.724,light
65.567,65.0,66.0,66.0,0.246,-1.928,-0.269,65.0,66.0,9.508,6.852,9.819,9.646,0.279,18.518,-4.325,9.385,9.714,light
65.0,65.0,65.0,65.0,0.0,-3.0,0.0,65.0,65.0,10.119,8.553,16.109,9.827,1.614,13.733,3.499,9.326,10.942,light
64.8,64.0,65.0,65.0,0.16,0.25,-1.5,64.0,65.0,9.722,5.71,10.669,9.834,0.579,22.858,-4.82,9.783,9.862,light
64.333,64.0,65.0,64.0,0.222,-1.5,0.707,64.0,65.0,9.729,7.399,11.411,9.827,0.414,6.798,-1.82,9.549,9.874,light
64.8,64.0,65.0,65.0,0.16,0.25,-1.5,64.0,65.0,9.847,9.821,9.882,9.847,0.0,-0.129,0.535,9.833,9.865,light
64.933,64.0,65.0,65.0,0.062,10.071,-3.474,65.0,65.0,9.842,9.73,9.944,9.854,0.002,1.402,-0.71,9.774,9.871,light
62.9,61.0,65.0,62.0,2.157,-1.38,0.552,61.9,65.0,9.711,8.964,10.24,9.783,0.055,2.704,-1.283,9.452,9.841,light
62.667,62.0,64.0,62.0,0.756,-1.313,0.699,62.0,64.0,9.825,9.538,9.967,9.83,0.004,12.316,-2.762,9.79,9.865,light
64.1,64.0,65.0,64.0,0.09,5.111,2.667,64.0,64.1,9.831,9.769,9.906,9.83,0.001,2.798,0.527,9.806,9.854,light
63.3,63.0,65.0,63.0,0.277,1.447,1.539,63.0,64.0,9.806,9.669,9.886,9.82,0.002,2.428,-1.569,9.741,9.837,light
62.933,62.0,64.0,63.0,0.196,1.903,-0.315,62.0,63.0,9.825,9.745,9.868,9.825,0.001,1.734,-0.829,9.803,9.858,light
63.4,63.0,64.0,63.0,0.24,-1.833,0.408,63.0,64.0,9.829,9.756,9.884,9.833,0.001,1.441,-0.532,9.8,9.854,light
64.5,64.0,66.0,64.0,0.517,-0.268,1.077,64.0,66.0,9.932,9.401,11.86,9.841,0.209,8.691,2.861,9.633,10.139,light
64.7,64.0,65.0,65.0,0.21,-1.238,-0.873,64.0,65.0,9.852,9.813,9.89,9.855,0.0,-0.207,-0.238,9.825,9.873,light
64.6,64.0,66.0,64.0,0.507,-0.702,0.754,64.0,66.0,9.847,9.809,9.875,9.849,0.0,0.414,-0.703,9.826,9.865,light
65.8,65.0,66.0,66.0,0.16,0.25,-1.5,65.0,66.0,9.941,6.409,12.816,9.854,1.153,4.307,0.05,9.148,10.68,light
69.2,64.0,80.0,69.0,17.493,0.691,1.152,65.9,75.1,9.809,9.734,9.902,9.809,0.001,1.707,0.369,9.768,9.839,light
62.533,60.0,64.0,63.0,0.916,0.119,-0.78,61.0,63.1,9.796,9.765,9.843,9.796,0.0,1.081,0.791,9.776,9.815,light
63.3,62.0,65.0,63.0,0.743,-0.794,0.006,62.0,64.0,9.799,9.775,9.842,9.799,0.0,0.789,0.663,9.779,9.812,wake
65.2,64.0,66.0,65.0,0.693,-1.451,-0.388,64.0,66.0,9.802,9.782,9.829,9.802,0.0,-0.136,0.171,9.787,9.815,wake
64.0,64.0,64.0,64.0,0.0,-3.0,0.0,64.0,64.0,9.792,9.767,9.816,9.791,0.0,-0.662,-0.019,9.774,9.809,wake
65.333,64.0,67.0,65.0,1.422,-1.513,0.162,64.0,67.0,9.801,9.772,9.823,9.801,0.0,-0.774,-0.116,9.782,9.819,wake
64.8,63.0,67.0,65.0,1.093,0.313,0.756,64.0,67.0,9.802,9.767,9.859,9.802,0.0,1.851,0.838,9.785,9.818,wake
65.033,65.0,66.0,65.0,0.032,25.034,5.199,65.0,65.0,9.796,9.763,9.839,9.796,0.0,1.765,0.465,9.784,9.809,wake
65.567,65.0,66.0,66.0,0.246,-1.928,-0.269,65.0,66.0,9.802,9.779,9.837,9.799,0.0,0.428,0.785,9.786,9.82,wake
65.333,62.0,67.0,66.0,1.956,0.738,-1.411,62.9,66.0,9.805,9.777,9.83,9.807,0.0,-0.762,0.066,9.791,9.822,wake
63.1,62.0,65.0,63.0,1.157,-0.91,0.605,62.0,65.0,9.799,9.742,9.913,9.801,0.001,4.471,1.18,9.763,9.821,wake
61.767,58.0,65.0,61.5,7.979,-1.709,0.016,58.0,65.0,9.799,9.77,9.826,9.8,0.0,-0.073,-0.113,9.784,9.814,wake
63.9,58.0,67.0,64.0,6.157,0.793,-1.182,59.8,67.0,9.802,9.775,9.828,9.803,0.0,0.062,-0.333,9.78,9.815,wake
63.7,63.0,64.0,64.0,0.21,-1.238,-0.873,63.0,64.0,9.89,9.646,11.19,9.835,0.066,18.717,4.272,9.79,9.979,light
62.633,60.0,64.0,63.0,1.832,-0.895,-0.606,60.9,64.0,9.857,9.582,10.931,9.792,0.077,9.088,3.211,9.713,9.908,light
60.233,58.0,62.0,60.5,2.912,-1.751,-0.124,58.0,62.0,9.754,9.388,9.918,9.763,0.006,13.142,-3.038,9.734,9.786,wake
60.3,58.0,62.0,60.5,1.477,-0.309,-0.7,58.0,62.0,9.768,9.735,9.792,9.769,0.0,-0.589,-0.433,9.746,9.785,wake
64.133,60.0,68.0,63.5,5.249,-0.832,0.402,61.9,68.0,9.78,9.647,9.973,9.779,0.002,9.573,1.658,9.755,9.797,wake
58.1,57.0,60.0,58.0,1.09,-0.975,0.503,57.0,60.0,9.77,9.745,9.803,9.77,0.0,0.366,0.075,9.75,9.783,wake
60.733,55.0,66.0,62.5,18.329,-1.695,-0.094,55.9,66.0,9.776,9.736,9.803,9.778,0.0,-0.053,-0.674,9.749,9.795,wake
63.167,60.0,66.0,63.5,4.606,-1.544,-0.034,60.9,66.0,9.778,9.75,9.798,9.779,0.0,-0.433,-0.27,9.762,9.794,wake
59.233,58.0,61.0,59.0,0.779,-1.2,-0.181,58.0,60.0,9.779,9.749,9.803,9.782,0.0,-0.455,-0.16,9.765,9.795,wake
61.433,58.0,65.0,60.5,4.179,-1.201,0.365,59.0,64.1,9.78,9.753,9.798,9.781,0.0,-0.133,-0.696,9.761,9.794,wake
61.933,60.0,63.0,62.0,0.262,5.764,-1.593,61.9,62.0,9.777,9.758,9.798,9.776,0.0,-0.659,-0.028,9.765,9.79,wake
60.067,59.0,62.0,60.0,1.196,-1.18,0.48,59.0,62.0,9.776,9.753,9.799,9.776,0.0,0.05,0.2,9.765,9.791,wake
63.667,61.0,65.0,65.0,2.289,-1.412,-0.464,61.9,65.0,9.776,9.749,9.794,9.778,0.0,-0.293,-0.538,9.757,9.79,wake
65.767,65.0,67.0,66.0,0.379,-0.574,0.191,65.0,66.1,9.782,9.761,9.801,9.782,0.0,-0.868,-0.179,9.765,9.794,wake
67.533,65.0,70.0,68.0,1.716,-0.669,0.194,66.0,69.1,9.872,4.768,17.047,9.78,2.657,12.727,1.812,9.651,10.047,light
68.8,66.0,70.0,70.0,2.76,-0.917,-0.946,66.0,70.0,9.751,9.668,9.805,9.749,0.001,0.775,-0.548,9.728,9.787,wake
66.333,66.0,67.0,66.0,0.222,-1.5,0.707,66.0,67.0,9.754,9.697,9.811,9.754,0.001,-0.012,0.031,9.726,9.783,wake
65.867,65.0,66.0,66.0,0.116,2.654,-2.157,65.0,66.0,9.746,9.718,9.782,9.743,0.0,-0.767,0.459,9.725,9.771,wake
64.567,61.0,66.0,65.0,1.312,2.227,-1.76,62.9,65.0,9.741,9.673,9.785,9.746,0.001,0.676,-0.869,9.702,9.766,wake
61.933,61.0,64.0,62.0,0.929,-0.859,0.58,61.0,63.0,9.744,9.715,9.777,9.742,0.0,-0.659,0.369,9.725,9.774,wake
63.433,63.0,65.0,63.0,0.579,0.104,1.361,63.0,65.0,9.748,9.668,9.891,9.744,0.002,2.767,1.249,9.705,9.79,wake
64.833,62.0,65.0,65.0,0.339,15.991,-4.018,64.9,65.0,9.751,5.908,13.361,9.749,0.941,11.592,-0.35,9.678,9.835,wake
60.233,59.0,62.0,60.0,0.846,-0.752,0.294,59.0,61.1,9.736,9.677,9.783,9.737,0.001,0.028,-0.39,9.711,9.764,wake
57.233,56.0,59.0,57.0,0.712,-0.601,0.203,56.0,58.0,9.786,9.697,10.983,9.738,0.051,23.303,4.948,9.708,9.815,light
59.567,57.0,62.0,60.0,3.046,-1.287,-0.638,57.0,61.0,9.785,8.313,12.744,9.788,0.513,8.01,1.701,8.921,10.105,light
62.233,61.0,64.0,62.0,1.512,-1.537,0.302,61.0,64.0,9.998,9.973,10.078,9.998,0.0,5.864,1.932,9.976,10.017,wake
63.1,61.0,66.0,63.0,3.023,-1.217,0.265,61.0,66.0,9.997,9.969,10.025,9.997,0.0,-0.241,-0.237,9.977,10.011,wake
62.2,59.0,65.0,63.0,2.827,-1.274,-0.316,60.0,64.0,9.997,9.968,10.022,10.001,0.0,-0.33,-0.565,9.98,10.009,wake
64.733,63.0,66.0,64.0,0.929,-1.477,0.33,64.0,66.0,9.999,9.973,10.022,10.001,0.0,-1.142,-0.276,9.98,10.019,wake
62.067,60.0,64.0,62.0,1.862,-1.33,0.037,60.0,64.0,9.996,9.98,10.03,9.991,0.0,0.166,1.104,9.983,10.022,wake
61.9,60.0,65.0,62.0,2.357,-0.539,0.444,60.0,64.1,9.997,9.975,10.029,9.996,0.0,-0.587,0.253,9.983,10.009,wake
62.067,58.0,66.0,61.5,10.729,-1.652,0.049,58.0,66.0,9.999,9.966,10.043,9.999,0.0,0.624,0.367,9.979,10.02,wake
58.833,58.0,60.0,59.0,0.606,-1.294,0.299,58.0,60.0,10.004,9.975,10.027,10.007,0.0,-0.895,-0.347,9.984,10.02,light
61.567,59.0,65.0,61.0,3.446,-0.561,0.833,60.0,65.0,10.001,9.971,10.027,9.999,0.0,-0.368,0.036,9.988,10.018,light
62.433,61.0,65.0,62.0,1.046,0.567,0.929,61.0,64.0,10.004,9.965,10.064,10.004,0.0,1.443,0.617,9.98,10.027,wake
59.8,58.0,62.0,59.0,1.627,-1.072,0.378,58.0,62.0,10.007,9.967,10.027,10.006,0.0,1.532,-0.908,9.997,10.025,wake
59.733,58.0,63.0,59.0,2.729,-1.075,0.562,58.0,62.0,10.006,9.971,10.043,10.005,0.0,0.198,0.352,9.988,10.029,wake
63.133,62.0,64.0,63.0,0.516,-1.051,-0.203,62.0,64.0,9.816,8.578,10.032,9.909,0.074,11.807,-3.28,9.639,10.009,light
55.833,53.0,64.0,55.0,12.606,0.643,1.487,53.0,63.0,9.947,9.921,9.992,9.947,0.0,0.878,0.741,9.927,9.965,wake
53.933,52.0,55.0,54.0,1.329,-0.861,-0.784,52.0,55.0,9.943,9.915,9.984,9.945,0.0,0.171,0.285,9.922,9.955,wake
54.933,52.0,60.0,54.0,9.929,-1.302,0.643,52.0,60.0,9.944,9.915,9.971,9.942,0.0,-0.132,0.191,9.929,9.967,wake
57.233,54.0,60.0,58.5,5.579,-1.587,-0.34,54.0,60.0,9.947,9.933,9.973,9.946,0.0,0.474,0.714,9.935,9.958,wake
56.967,53.0,63.0,58.0,9.366,-0.852,0.185,53.0,61.1,9.948,9.914,9.973,9.952,0.0,-0.587,-0.431,9.924,9.966,wake
58.167,54.0,63.0,58.0,10.006,-1.662,0.094,54.9,62.0,9.949,9.92,9.983,9.947,0.0,-0.279,0.23,9.929,9.968,wake
60.667,56.0,65.0,62.0,8.022,-1.228,-0.355,56.0,63.1,9.954,9.922,9.972,9.959,0.0,-0.232,-0.716,9.936,9.971,wake
54.967,54.0,57.0,55.0,1.299,-0.71,0.876,54.0,57.0,9.95,9.919,9.969,9.952,0.0,0.308,-1.013,9.928,9.961,wake
54.867,54.0,56.0,55.0,0.582,-1.254,0.229,54.0,56.0,10.268,6.893,19.404,9.943,5.652,6.096,2.268,8.241,11.479,light
56.3,56.0,57.0,56.0,0.21,-1.238,0.873,56.0,57.0,9.711,3.053,13.57,9.864,3.761,3.167,-1.011,7.896,12.024,light
57.967,57.0,58.0,58.0,0.032,25.034,-5.199,58.0,58.0,9.838,9.035,10.194,9.884,0.04,6.624,-2.237,9.639,9.966,light
58.7,57.0,63.0,59.0,2.077,1.877,1.335,57.0,59.3,9.801,9.536,10.034,9.81,0.006,5.429,-0.984,9.76,9.843,light
63.333,62.0,64.0,64.0,0.622,-1.087,-0.664,62.0,64.0,9.873,8.043,11.51,9.841,0.386,3.51,-0.267,9.788,10.065,light
